"original_file_name","id","file_name","catalog_id","dataset","path","scientific_name","genus","family","institution","width","height","size","SL_bbox","SL_lm","HL_bbox","HL_lm","pOD_bbox","pOD_lm","ED_bbox","ED_lm","HH_lm","EA_m","HA_m","FA_pca","FA_lm","scale","unit","FA_pca_meta","file.name","X.none.","X.none..1","SL_bbox.conv","SL_lm.conv","HL_bbox.conv","HL_lm.conv","pOD_bbox.conv","pOD_lm.conv","ED_bbox.conv","ED_lm.conv","HH_lm.conv","EA_m.conv","HA_m.conv","unit.conv"
"INHS_FISH_5716",122981,"INHS_122981.JPG","5716","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_5716.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11295972,1969,1994.01,466,465.67,101,105.08,138,137.3,267,13525,107260,11.07,9.26,393.128,"cm",10.77,"INHS_FISH_5716",NA,NA,50.09,50.72,11.85,11.85,2.57,2.67,3.51,3.49,6.79,0.88,6.94,"mm"
"INHS_FISH_57605",133805,"INHS_133805.JPG","57605","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57605.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10941994,2042,2041.14,401,400,92,104.24,121,120.34,230,10202,85955,179.03,-0.67,394.746,"cm",-0.94,"INHS_FISH_57605",NA,NA,51.73,51.71,10.16,10.13,2.33,2.64,3.07,3.05,5.83,0.65,5.52,"mm"
"INHS_FISH_57626",133813,"INHS_133813.JPG","57626","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57626.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972805,1817,1816.36,417,416.24,101,106.57,131,130,236,11861,91334,179.8,-1.14,394.096,"cm",-0.41,"INHS_FISH_57626",NA,NA,46.11,46.09,10.58,10.56,2.56,2.7,3.32,3.3,5.99,0.76,5.88,"mm"
"INHS_FISH_57656",133822,"INHS_133822.JPG","57656","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57656.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11279518,1744,1743,443,442.02,124,128.32,136,135,237,12965,91121,179.56,-0.13,392.753,"cm",-0.35,"INHS_FISH_57656",NA,NA,44.4,44.38,11.28,11.25,3.16,3.27,3.46,3.44,6.03,0.84,5.91,"mm"
"INHS_FISH_57676",133826,"INHS_133826.JPG","57676","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57676.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11125766,1695,1712.64,417,422.89,128,128.14,131,130.14,238,12419,82214,10.96,8.46,394.783,"cm",9.88,"INHS_FISH_57676",NA,NA,42.93,43.38,10.56,10.71,3.24,3.25,3.32,3.3,6.03,0.8,5.28,"mm"
"INHS_FISH_57695",133830,"INHS_133830.JPG","57695","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57695.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10810475,2270,2269.55,505,507.1,129,130.86,165,164.05,274,18184,121647,178.97,-1.26,396.162,"cm",-0.89,"INHS_FISH_57695",NA,NA,57.3,57.29,12.75,12.8,3.26,3.3,4.16,4.14,6.92,1.16,7.75,"mm"
"INHS_FISH_57772",133842,"INHS_133842.JPG","57772","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57772.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10630993,1663,1662.88,371,370.01,88,91.48,121,120.15,199,11006,63610,3.53,1.86,393.422,"cm",2.56,"INHS_FISH_57772",NA,NA,42.27,42.27,9.43,9.4,2.24,2.33,3.08,3.05,5.06,0.71,4.11,"mm"
"INHS_FISH_57777",133843,"INHS_133843.JPG","57777","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57777.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10121321,1028,1044.79,250,250.8,58,58.55,75,74.06,131,4532,29374,13.65,10.59,392.5,"cm",12.43,"INHS_FISH_57777",NA,NA,26.19,26.62,6.37,6.39,1.48,1.49,1.91,1.89,3.34,0.29,1.91,"mm"
"INHS_FISH_57784",133847,"INHS_133847.JPG","57784","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57784.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,11012038,1830,1832.55,466,465.52,118,119.08,145,144.12,226,15539,82271,6.1,3.57,392.169,"cm",4.31,"INHS_FISH_57784",NA,NA,46.66,46.73,11.88,11.87,3.01,3.04,3.7,3.67,5.76,1.01,5.35,"mm"
"INHS_FISH_57788",133848,"INHS_133848.JPG","57788","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57788.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10807539,1854,1853.16,476,475.03,131,136.12,140,139.43,249,13986,95100,1.79,0.74,393.652,"cm",1.85,"INHS_FISH_57788",NA,NA,47.1,47.08,12.09,12.07,3.33,3.46,3.56,3.54,6.33,0.9,6.14,"mm"
"INHS_FISH_57790",133849,"INHS_133849.JPG","57790","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57790.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9755411,1976,1975.71,439,446.75,106,137.77,122,121.26,150,10167,88471,1.04,-1.54,392.338,"cm",-0.23,"INHS_FISH_57790",NA,NA,50.36,50.36,11.19,11.39,2.7,3.51,3.11,3.09,3.82,0.66,5.75,"mm"
"INHS_FISH_57800",133850,"INHS_133850.JPG","57800","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57800.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9829705,2181,2181.66,508,507.01,120,136,144,144.26,277,15176,129235,3.86,2.23,390.84,"cm",3.56,"INHS_FISH_57800",NA,NA,55.8,55.82,13,12.97,3.07,3.48,3.68,3.69,7.09,0.99,8.46,"mm"
"INHS_FISH_57828",133857,"INHS_133857.JPG","57828","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57828.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9524427,1812,1811.58,416,418.12,94,116.61,126,125.4,130,12567,81940,3.86,1.46,392.146,"cm",2.47,"INHS_FISH_57828",NA,NA,46.21,46.2,10.61,10.66,2.4,2.97,3.21,3.2,3.32,0.82,5.33,"mm"
"INHS_FISH_57837",133859,"INHS_133859.JPG","57837","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57837.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10896786,1856,1855.94,458,457.53,122,125.17,131,130.03,240,11034,92519,2.25,1.82,393.424,"cm",2.55,"INHS_FISH_57837",NA,NA,47.18,47.17,11.64,11.63,3.1,3.18,3.33,3.31,6.1,0.71,5.98,"mm"
"INHS_FISH_57867",133868,"INHS_133868.JPG","57867","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57867.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10199704,2430,2451.45,562,567.86,154,155.43,183,182.27,306,23176,146737,8.62,7.76,394.644,"cm",8.12,"INHS_FISH_57867",NA,NA,61.57,62.12,14.24,14.39,3.9,3.94,4.64,4.62,7.75,1.49,9.42,"mm"
"INHS_FISH_57888",133876,"INHS_133876.JPG","57888","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57888.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10829754,2249,2249.57,451,450.75,130,138.58,111,110.11,240,9052,91664,1.28,2.14,392.021,"cm",1.38,"INHS_FISH_57888",NA,NA,57.37,57.38,11.5,11.5,3.32,3.54,2.83,2.81,6.12,0.59,5.96,"mm"
"INHS_FISH_57898",133877,"INHS_133877.JPG","57898","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57898.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11258364,2075,2074.01,467,466.04,130,133.42,117,116.07,231,10601,95733,0.43,-0.17,394.377,"cm",-0.09,"INHS_FISH_57898",NA,NA,52.61,52.59,11.84,11.82,3.3,3.38,2.97,2.94,5.86,0.68,6.16,"mm"
"INHS_FISH_57905",133878,"INHS_133878.JPG","57905","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57905.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10995600,2068,2078.46,487,488.08,151,151.12,122,121.1,243,10232,99633,6.68,6.02,394.284,"cm",6.63,"INHS_FISH_57905",NA,NA,52.45,52.71,12.35,12.38,3.83,3.83,3.09,3.07,6.16,0.66,6.41,"mm"
"INHS_FISH_57916",133880,"INHS_133880.JPG","57916","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57916.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,11196363,1511,1511.04,332,331.04,83,85.15,93,92.2,181,6681,51785,4.24,2.12,393.46,"cm",4.54,"INHS_FISH_57916",NA,NA,38.4,38.4,8.44,8.41,2.11,2.16,2.36,2.34,4.6,0.43,3.35,"mm"
"INHS_FISH_57928",133882,"INHS_133882.JPG","57928","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57928.jpg","Notropis rubellus","Notropis ","Cyprinidae","INHS",6016,4016,10659088,1804,1809.23,390,393.75,103,103.24,106,105.17,189,8834,64055,3.76,4.76,394.289,"cm",4,"INHS_FISH_57928",NA,NA,45.75,45.89,9.89,9.99,2.61,2.62,2.69,2.67,4.79,0.57,4.12,"mm"
"INHS_FISH_57950",133887,"INHS_133887.JPG","57950","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57950.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11315480,1799,1800.25,429,428,107,113.22,128,127,227,10516,82299,3.89,2.87,395.251,"cm",6.33,"INHS_FISH_57950",NA,NA,45.52,45.55,10.85,10.83,2.71,2.86,3.24,3.21,5.74,0.67,5.27,"mm"
"INHS_FISH_57998",133899,"INHS_133899.JPG","57998","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_57998.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897205,1972,2002.89,499,500.6,143,144.53,143,142.06,264,14369,108975,10.83,10.24,396.478,"cm",11.34,"INHS_FISH_57998",NA,NA,49.74,50.52,12.59,12.63,3.61,3.65,3.61,3.58,6.66,0.91,6.93,"mm"
"INHS_FISH_58003",133901,"INHS_133901.JPG","58003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58003.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11124047,1821,1820.51,447,447.7,125,125.57,132,131.31,245,12534,92537,1.15,1.35,394.025,"cm",2.12,"INHS_FISH_58003",NA,NA,46.22,46.2,11.34,11.36,3.17,3.19,3.35,3.33,6.22,0.81,5.96,"mm"
"INHS_FISH_58070",133914,"INHS_133914.JPG","58070","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58070.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10926923,1925,1924.76,384,383.42,95,101.24,128,127.32,206,10944,68187,179.47,-1.61,394.95,"cm",-1.62,"INHS_FISH_58070",NA,NA,48.74,48.73,9.72,9.71,2.41,2.56,3.24,3.22,5.22,0.7,4.37,"mm"
"INHS_FISH_58076",133915,"INHS_133915.JPG","58076","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58076.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11133418,1649,1648.01,382,381.08,96,101.84,117,116.21,194,9484,65286,0.78,0.21,393.211,"cm",0.46,"INHS_FISH_58076",NA,NA,41.94,41.91,9.71,9.69,2.44,2.59,2.98,2.96,4.93,0.61,4.22,"mm"
"INHS_FISH_58116",133921,"INHS_133921.JPG","58116","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58116.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11078990,1829,1843.95,417,422.02,112,116.21,131,130,229,12016,81000,6.47,7.54,395.11,"cm",6.24,"INHS_FISH_58116",NA,NA,46.29,46.67,10.55,10.68,2.83,2.94,3.32,3.29,5.8,0.77,5.19,"mm"
"INHS_FISH_58554",133973,"INHS_133973.JPG","58554","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58554.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11253450,1588,1596.29,331,330.3,76,84.1,90,89.2,118,5660,51982,7.95,6.19,394.071,"cm",7.59,"INHS_FISH_58554",NA,NA,40.3,40.51,8.4,8.38,1.93,2.13,2.28,2.26,2.99,0.36,3.35,"mm"
"INHS_FISH_58593",133988,"INHS_133988.JPG","58593","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58593.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11722510,1148,1148.32,287,286.5,57,63.51,86,85.15,153,5252,38702,177.49,-2.75,395.305,"cm",-3.06,"INHS_FISH_58593",NA,NA,29.04,29.05,7.26,7.25,1.44,1.61,2.18,2.15,3.87,0.34,2.48,"mm"
"INHS_FISH_58602",133993,"INHS_133993.JPG","58602","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58602.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11247065,1803,1805.29,427,427.06,114,117.39,120,119.6,237,10312,87406,4.02,3.46,394.248,"cm",4.16,"INHS_FISH_58602",NA,NA,45.73,45.79,10.83,10.83,2.89,2.98,3.04,3.03,6.01,0.66,5.62,"mm"
"INHS_FISH_58662",134006,"INHS_134006.JPG","58662","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_58662.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10622045,3382,3383.24,812,815.34,219,239.52,198,197.37,202,25218,201955,177.53,-2.08,356.057,"cm",-3.12,"INHS_FISH_58662",NA,NA,94.98,95.02,22.81,22.9,6.15,6.73,5.56,5.54,5.67,1.99,15.93,"mm"
"INHS_FISH_59003",134096,"INHS_134096.JPG","59003","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59003.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10978058,2360,2360.53,541,542.59,147,147.57,173,172.01,283,19005,129333,177.88,-2.06,394.813,"cm",-2.45,"INHS_FISH_59003",NA,NA,59.78,59.79,13.7,13.74,3.72,3.74,4.38,4.36,7.17,1.22,8.3,"mm"
"INHS_FISH_59049",134102,"INHS_134102.JPG","59049","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59049.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11011860,1880,1885.55,398,397.02,108,112.09,126,125.48,211,10428,72661,5.65,4.78,397.682,"cm",5.06,"INHS_FISH_59049",NA,NA,47.27,47.41,10.01,9.98,2.72,2.82,3.17,3.16,5.31,0.66,4.59,"mm"
"INHS_FISH_59366",134216,"INHS_134216.JPG","59366","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59366.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11239902,2409,2411.95,549,552.08,141,141.09,168,167,297,19017,141132,4.58,3.28,394.55,"cm",4.46,"INHS_FISH_59366",NA,NA,61.06,61.13,13.91,13.99,3.57,3.58,4.26,4.23,7.53,1.22,9.07,"mm"
"INHS_FISH_59447",134235,"INHS_134235.JPG","59447","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59447.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10835851,1742,1806.49,444,452.05,131,132.23,135,134.06,250,13386,93081,17.35,15.47,396.422,"cm",16.02,"INHS_FISH_59447",NA,NA,43.94,45.57,11.2,11.4,3.3,3.34,3.41,3.38,6.31,0.85,5.92,"mm"
"INHS_FISH_59481",134244,"INHS_134244.JPG","59481","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59481.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11261949,2225,2224.36,531,530.03,139,144.37,149,148.12,292,14755,135630,178.96,-1.03,396.372,"cm",-1.63,"INHS_FISH_59481",NA,NA,56.13,56.12,13.4,13.37,3.51,3.64,3.76,3.74,7.37,0.94,8.63,"mm"
"INHS_FISH_59517",134255,"INHS_134255.JPG","59517","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59517.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11496692,1761,1778.96,403,406.75,111,111.54,124,123.1,232,10442,77644,9.43,8.37,392.207,"cm",9.18,"INHS_FISH_59517",NA,NA,44.9,45.36,10.28,10.37,2.83,2.84,3.16,3.14,5.92,0.68,5.05,"mm"
"INHS_FISH_59529",134257,"INHS_134257.JPG","59529","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59529.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11535527,1065,1074.11,273,272.97,70,70.35,88,87,152,6202,36013,10.11,7.87,395.727,"cm",9.82,"INHS_FISH_59529",NA,NA,26.91,27.14,6.9,6.9,1.77,1.78,2.22,2.2,3.84,0.4,2.3,"mm"
"INHS_FISH_59596",134275,"INHS_134275.JPG","59596","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_59596.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,10732027,2324,2328.17,477,478.52,105,132.61,137,136.01,270,14252,116127,177.77,-3.82,392.428,"cm",-2.75,"INHS_FISH_59596",NA,NA,59.22,59.33,12.16,12.19,2.68,3.38,3.49,3.47,6.88,0.93,7.54,"mm"
"INHS_FISH_60532",134340,"INHS_134340.JPG","60532","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60532.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10945778,2323,2327.64,615,614.26,165,174.9,176,175,317,21100,157584,175.5,-3.99,378.883,"cm",-4.7,"INHS_FISH_60532",NA,NA,61.31,61.43,16.23,16.21,4.35,4.62,4.65,4.62,8.37,1.47,10.98,"mm"
"INHS_FISH_60539",134345,"INHS_134345.JPG","60539","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60539.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9643860,1538,1538.83,360,359.67,90,100.18,107,106.12,212,8158,70092,177.66,-2.79,391.892,"cm",-3.07,"INHS_FISH_60539",NA,NA,39.25,39.27,9.19,9.18,2.3,2.56,2.73,2.71,5.41,0.53,4.56,"mm"
"INHS_FISH_60540",134346,"INHS_134346.JPG","60540","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_60540.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10613157,1801,1828.57,472,472.53,139,142.86,136,135.24,247,11110,95166,11.4,10.14,392.683,"cm",10.92,"INHS_FISH_60540",NA,NA,45.86,46.57,12.02,12.03,3.54,3.64,3.46,3.44,6.29,0.72,6.17,"mm"
"INHS_FISH_61084",134457,"INHS_134457.JPG","61084","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61084.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11139048,990,993.09,237,237.32,48,48.51,70,69.01,129,3546,27575,6.54,5.2,392.769,"cm",6.18,"INHS_FISH_61084",NA,NA,25.21,25.28,6.03,6.04,1.22,1.24,1.78,1.76,3.28,0.23,1.79,"mm"
"INHS_FISH_61088",134459,"INHS_134459.JPG","61088","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61088.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10849894,1594,1599.5,400,401.88,97,98.31,115,114.07,210,9877,72855,5.9,5.17,392.993,"cm",5.6,"INHS_FISH_61088",NA,NA,40.56,40.7,10.18,10.23,2.47,2.5,2.93,2.9,5.34,0.64,4.72,"mm"
"INHS_FISH_61757",134515,"INHS_134515.JPG","61757","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_61757.jpg","Notropis leuciodus","Notropis ","Cyprinidae","INHS",6016,4016,11006868,1821,1820.01,409,409.96,121,122.98,118,117.07,227,9771,80571,179.85,-0.19,395.362,"cm",-0.07,"INHS_FISH_61757",NA,NA,46.06,46.03,10.34,10.37,3.06,3.11,2.98,2.96,5.74,0.63,5.15,"mm"
"INHS_FISH_6219",123100,"INHS_123100.JPG","6219","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_6219.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10716176,1400,1399.34,317,316.01,76,84.53,107,106.04,180,8425,49478,3.11,1.27,394.967,"cm",2.59,"INHS_FISH_6219",NA,NA,35.45,35.43,8.03,8,1.92,2.14,2.71,2.68,4.56,0.54,3.17,"mm"
"INHS_FISH_62293",134587,"INHS_134587.JPG","62293","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62293.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11194665,1513,1515.3,380,381.1,75,79.06,120,119.21,188,10054,61780,175.19,-3.78,392.885,"cm",-4.28,"INHS_FISH_62293",NA,NA,38.51,38.57,9.67,9.7,1.91,2.01,3.05,3.03,4.79,0.65,4,"mm"
"INHS_FISH_62643",134687,"INHS_134687.JPG","62643","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62643.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9558660,1628,1627.01,356,355.28,97,104.55,89,88.28,207,7115,66770,0.2,0.21,392.171,"cm",-0.76,"INHS_FISH_62643",NA,NA,41.51,41.49,9.08,9.06,2.47,2.67,2.27,2.25,5.28,0.46,4.34,"mm"
"INHS_FISH_62644",134688,"INHS_134688.JPG","62644","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62644.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10033394,1536,1535.31,349,350.29,86,91.08,96,95.08,188,6378,57542,179.53,-1.16,392.723,"cm",-0.88,"INHS_FISH_62644",NA,NA,39.11,39.09,8.89,8.92,2.19,2.32,2.44,2.42,4.79,0.41,3.73,"mm"
"INHS_FISH_62645",134689,"INHS_134689.JPG","62645","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62645.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10958742,1814,1813.32,417,416.81,116,118.66,125,124.68,227,11987,75847,2.11,1.07,393.291,"cm",1.72,"INHS_FISH_62645",NA,NA,46.12,46.11,10.6,10.6,2.95,3.02,3.18,3.17,5.77,0.77,4.9,"mm"
"INHS_FISH_62646",134690,"INHS_134690.JPG","62646","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62646.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,11094481,1285,1291.94,316,316.24,102,102.02,97,96.63,170,6953,44480,8.54,6.35,392.629,"cm",7.48,"INHS_FISH_62646",NA,NA,32.73,32.9,8.05,8.05,2.6,2.6,2.47,2.46,4.33,0.45,2.89,"mm"
"INHS_FISH_62659",134692,"INHS_134692.JPG","62659","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62659.jpg","Notropis ammophilus","Notropis ","Cyprinidae","INHS",6016,4016,10263983,1239,1238.32,330,329.22,89,99.28,86,85.01,170,4472,48337,1.89,1.3,392.817,"cm",2.12,"INHS_FISH_62659",NA,NA,31.54,31.52,8.4,8.38,2.27,2.53,2.19,2.16,4.33,0.29,3.13,"mm"
"INHS_FISH_62666",134694,"INHS_134694.JPG","62666","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62666.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10897882,1535,1534.72,404,403.4,86,101.55,136,135.94,211,12013,72534,0.25,-1.75,397.199,"cm",-0.58,"INHS_FISH_62666",NA,NA,38.65,38.64,10.17,10.16,2.17,2.56,3.42,3.42,5.31,0.76,4.6,"mm"
"INHS_FISH_62681",134699,"INHS_134699.JPG","62681","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62681.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10600373,2016,2018.45,471,472.34,133,133.73,156,155.46,252,17480,95583,4.72,3.35,393.953,"cm",3.99,"INHS_FISH_62681",NA,NA,51.17,51.24,11.96,11.99,3.38,3.39,3.96,3.95,6.4,1.13,6.16,"mm"
"INHS_FISH_62697",134702,"INHS_134702.JPG","62697","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62697.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10480189,2194,2194.5,562,561.07,156,166.43,159,158.53,296,16469,134787,2.9,2.12,393.507,"cm",2.66,"INHS_FISH_62697",NA,NA,55.76,55.77,14.28,14.26,3.96,4.23,4.04,4.03,7.52,1.06,8.7,"mm"
"INHS_FISH_62701",134704,"INHS_134704.JPG","62701","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62701.jpg","Notropis baileyi","Notropis ","Cyprinidae","INHS",6016,4016,9188133,2462,2464.33,590,589.12,157,168.07,149,148.03,330,18036,167384,178.46,-2.98,391.662,"cm",-1.99,"INHS_FISH_62701",NA,NA,62.86,62.92,15.06,15.04,4.01,4.29,3.8,3.78,8.43,1.18,10.91,"mm"
"INHS_FISH_62711",134705,"INHS_134705.JPG","62711","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62711.jpg","Notropis stilbius","Notropis ","Cyprinidae","INHS",6016,4016,10808213,1580,1581.62,355,354.01,90,93.68,121,120.02,189,11192,55285,177.63,-3.3,393.3,"cm",-3.91,"INHS_FISH_62711",NA,NA,40.17,40.21,9.03,9,2.29,2.38,3.08,3.05,4.81,0.72,3.57,"mm"
"INHS_FISH_62712",134706,"INHS_134706.JPG","62712","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62712.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,10937475,1703,1702.26,388,387.05,93,97.42,129,128.19,205,12487,68884,2.22,1.01,393.662,"cm",2.1,"INHS_FISH_62712",NA,NA,43.26,43.24,9.86,9.83,2.36,2.47,3.28,3.26,5.21,0.81,4.44,"mm"
"INHS_FISH_62865",134720,"INHS_134720.JPG","62865","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62865.jpg","Notropis volucellus","Notropis ","Cyprinidae","INHS",6016,4016,10972081,1564,1572.22,399,399.91,117,120.07,128,127.02,215,11445,67600,6.6,6.21,393.411,"cm",5.91,"INHS_FISH_62865",NA,NA,39.75,39.96,10.14,10.17,2.97,3.05,3.25,3.23,5.47,0.74,4.37,"mm"
"INHS_FISH_62871",134721,"INHS_134721.JPG","62871","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62871.jpg","Notropis photogenis","Notropis ","Cyprinidae","INHS",6016,4016,10729644,2178,2178.78,482,482.5,117,120.54,146,146.11,251,16019,106028,178.35,-2.31,393.616,"cm",-2.01,"INHS_FISH_62871",NA,NA,55.33,55.35,12.25,12.26,2.97,3.06,3.71,3.71,6.38,1.03,6.84,"mm"
"INHS_FISH_62916",134733,"INHS_134733.JPG","62916","GLIN","http://www.tubri.org/HDR/INHS/INHS_FISH_62916.jpg","Notropis texanus","Notropis ","Cyprinidae","INHS",6016,4016,11065507,2233,2232.36,551,550.06,147,162.82,158,157.03,306,16320,146182,179.42,-1.03,393.828,"cm",-0.96,"INHS_FISH_62916",NA,NA,56.7,56.68,13.99,13.97,3.73,4.13,4.01,3.99,7.77,1.05,9.42,"mm"
